Customer,Location_ID,Type,X,Y,Start,End,Demand
1,C1_HOME_MORNING,home_morning,39.32,33.545,0.0,2.0,6
1,C1_WORK,work,1.924,0.834,2.837,10.219,6
1,C1_AFTERWORK,after_work,21.529,31.244,10.469,12.328,6
1,C1_HOME_EVENING,home_evening,39.32,33.545,12.428,14,6
2,C2_HOME_MORNING,home_morning,-17.192,-29.573,0.0,2.0,8
2,C2_WORK,work,1.409,3.03,2.807,9.877,8
2,C2_AFTERWORK,after_work,-10.912,-28.286,10.127,10.732,8
2,C2_HOME_EVENING,home_evening,-17.192,-29.573,12.0,14,8
3,C3_HOME_MORNING,home_morning,2.99,13.739,0.0,2.0,4
3,C3_WORK,work,-3.868,28.773,6.0,10.0,4
3,C3_AFTERWORK,after_work,-5.672,14.743,10.25,12.16,4
3,C3_HOME_EVENING,home_evening,2.99,13.739,12.26,14,4
4,C4_HOME_MORNING,home_morning,-33.266,-19.379,0.0,2.0,9
4,C4_WORK,work,3.709,-13.042,3.832,9.757,9
4,C4_HOME_EVENING,home_evening,-33.266,-19.379,12.0,14,9
5,C5_HOME_MORNING,home_morning,16.126,-30.107,0.0,2.0,7
5,C5_WORK,work,3.607,2.296,2.905,10.815,7
5,C5_AFTERWORK,after_work,27.846,-26.78,11.065,12.05,7
5,C5_HOME_EVENING,home_evening,16.126,-30.107,12.15,14,7
6,C6_HOME_MORNING,home_morning,-33.756,25.022,0.0,2.0,2
6,C6_WORK,work,-3.222,28.036,2.0,6.0,2
6,C6_HOME_EVENING,home_evening,-33.756,25.022,12.0,14,2
7,C7_HOME_MORNING,home_morning,36.194,-30.945,0.0,2.0,1
7,C7_WORK,work,-26.192,14.954,2.807,6.92,1
7,C7_HOME_EVENING,home_evening,36.194,-30.945,12.0,14,1
8,C8_HOME_MORNING,home_morning,30.631,-2.645,0.0,2.0,1
8,C8_WORK,work,-20.285,17.091,2.636,10.326,1
8,C8_AFTERWORK,after_work,19.382,0.32,10.576,11.459,1
8,C8_HOME_EVENING,home_evening,30.631,-2.645,12.0,14,1
9,C9_HOME_MORNING,home_morning,8.39,-32.203,0.0,2.0,3
9,C9_WORK,work,22.645,13.335,2.544,9.836,3
9,C9_AFTERWORK,after_work,7.032,-20.116,10.086,11.462,3
9,C9_HOME_EVENING,home_evening,8.39,-32.203,12.0,14,3
10,C10_HOME_MORNING,home_morning,36.997,26.744,0.0,2.0,6
10,C10_WORK,work,4.42,-15.482,2.0,6.0,6
10,C10_AFTERWORK,after_work,21.529,31.244,6.25,7.267,6
10,C10_HOME_EVENING,home_evening,36.997,26.744,12.0,14,6
11,C11_HOME_MORNING,home_morning,-15.93,-18.847,0.0,2.0,9
11,C11_WORK,work,-0.633,-0.759,2.722,10.171,9
11,C11_AFTERWORK,after_work,-16.534,-15.293,10.421,12.331,9
11,C11_HOME_EVENING,home_evening,-15.93,-18.847,12.431,14,9
12,C12_HOME_MORNING,home_morning,-14.255,1.328,0.0,2.0,5
12,C12_WORK,work,24.77,-2.328,2.477,10.058,5
12,C12_HOME_EVENING,home_evening,-14.255,1.328,12.0,14,5
13,C13_HOME_MORNING,home_morning,-18.095,36.314,0.0,2.0,9
13,C13_WORK,work,-29.315,18.913,2.343,7.643,9
13,C13_AFTERWORK,after_work,-12.328,31.177,7.893,9.876,9
13,C13_HOME_EVENING,home_evening,-18.095,36.314,12.0,14,9
14,C14_HOME_MORNING,home_morning,-11.484,3.363,0.0,2.0,4
14,C14_WORK,work,-3.677,18.898,2.676,9.788,4
14,C14_HOME_EVENING,home_evening,-11.484,3.363,12.0,14,4
15,C15_HOME_MORNING,home_morning,-27.721,-1.568,0.0,2.0,10
15,C15_WORK,work,4.928,-10.682,3.814,10.506,10
15,C15_AFTERWORK,after_work,-29.875,6.682,10.756,11.401,10
15,C15_HOME_EVENING,home_evening,-27.721,-1.568,12.0,14,10
16,C16_HOME_MORNING,home_morning,35.025,32.728,0.0,2.0,1
16,C16_WORK,work,-25.809,-1.619,2.806,10.026,1
16,C16_AFTERWORK,after_work,21.529,31.244,10.276,10.828,1
16,C16_HOME_EVENING,home_evening,35.025,32.728,12.0,14,1
17,C17_HOME_MORNING,home_morning,-23.134,-21.691,0.0,2.0,8
17,C17_WORK,work,27.276,4.055,2.029,9.041,8
17,C17_AFTERWORK,after_work,-16.856,-22.47,9.291,10.472,8
17,C17_HOME_EVENING,home_evening,-23.134,-21.691,12.0,14,8
18,C18_HOME_MORNING,home_morning,-25.152,-2.794,0.0,2.0,5
18,C18_WORK,work,21.824,-3.671,2.083,9.587,5
18,C18_AFTERWORK,after_work,-29.875,6.682,9.837,11.254,5
18,C18_HOME_EVENING,home_evening,-25.152,-2.794,12.0,14,5
19,C19_HOME_MORNING,home_morning,-33.736,-32.492,0.0,2.0,2
19,C19_WORK,work,-0.819,-15.087,2.635,8.543,2
19,C19_AFTERWORK,after_work,-31.795,-22.213,8.793,9.517,2
19,C19_HOME_EVENING,home_evening,-33.736,-32.492,12.0,14,2
20,C20_HOME_MORNING,home_morning,-39.191,23.293,0.0,2.0,10
20,C20_WORK,work,2.695,11.017,6.0,10.0,10
20,C20_AFTERWORK,after_work,-33.825,23.719,10.25,12.001,10
20,C20_HOME_EVENING,home_evening,-39.191,23.293,12.101,14,10
21,C21_HOME_MORNING,home_morning,6.645,29.092,0.0,2.0,1
21,C21_WORK,work,-2.687,-19.817,2.991,10.63,1
21,C21_HOME_EVENING,home_evening,6.645,29.092,12.0,14,1
22,C22_HOME_MORNING,home_morning,22.374,16.223,0.0,2.0,9
22,C22_WORK,work,28.458,10.483,2.316,9.828,9
22,C22_AFTERWORK,after_work,15.628,19.253,10.078,11.078,9
22,C22_HOME_EVENING,home_evening,22.374,16.223,12.0,14,9
23,C23_HOME_MORNING,home_morning,30.825,-22.106,0.0,2.0,8
23,C23_WORK,work,-4.917,25.213,2.833,10.831,8
23,C23_AFTERWORK,after_work,27.846,-26.78,11.081,11.777,8
23,C23_HOME_EVENING,home_evening,30.825,-22.106,12.0,14,8
24,C24_HOME_MORNING,home_morning,-33.132,23.038,0.0,2.0,7
24,C24_WORK,work,-0.165,16.928,2.481,10.314,7
24,C24_HOME_EVENING,home_evening,-33.132,23.038,12.0,14,7
25,C25_HOME_MORNING,home_morning,29.368,-1.079,0.0,2.0,3
25,C25_WORK,work,0.198,3.612,6.0,10.0,3
25,C25_AFTERWORK,after_work,19.382,0.32,10.25,12.141,3
25,C25_HOME_EVENING,home_evening,29.368,-1.079,12.241,14,3
26,C26_HOME_MORNING,home_morning,9.791,-12.072,0.0,2.0,7
26,C26_WORK,work,-28.931,2.8,2.055,9.362,7
26,C26_HOME_EVENING,home_evening,9.791,-12.072,12.0,14,7
27,C27_HOME_MORNING,home_morning,-3.852,16.67,0.0,2.0,1
27,C27_WORK,work,27.732,12.093,2.281,9.474,1
27,C27_AFTERWORK,after_work,-5.672,14.743,9.724,11.071,1
27,C27_HOME_EVENING,home_evening,-3.852,16.67,12.0,14,1
28,C28_HOME_MORNING,home_morning,6.313,-30.563,0.0,2.0,2
28,C28_WORK,work,1.245,-10.034,2.999,10.141,2
28,C28_AFTERWORK,after_work,7.032,-20.116,10.391,11.398,2
28,C28_HOME_EVENING,home_evening,6.313,-30.563,12.0,14,2
29,C29_HOME_MORNING,home_morning,-34.761,-23.384,0.0,2.0,8
29,C29_WORK,work,29.084,4.724,3.552,9.196,8
29,C29_AFTERWORK,after_work,-31.795,-22.213,9.446,10.257,8
29,C29_HOME_EVENING,home_evening,-34.761,-23.384,12.0,14,8
30,C30_HOME_MORNING,home_morning,-28.477,-9.229,0.0,2.0,6
30,C30_WORK,work,27.51,15.93,2.196,9.349,6
30,C30_AFTERWORK,after_work,-30.391,-19.926,9.599,10.439,6
30,C30_HOME_EVENING,home_evening,-28.477,-9.229,12.0,14,6
31,C31_HOME_MORNING,home_morning,21.714,-33.048,0.0,2.0,6
31,C31_WORK,work,-20.453,-0.023,2.621,7.99,6
31,C31_AFTERWORK,after_work,27.846,-26.78,8.24,9.651,6
31,C31_HOME_EVENING,home_evening,21.714,-33.048,12.0,14,6
32,C32_HOME_MORNING,home_morning,0.232,17.343,0.0,2.0,2
32,C32_WORK,work,0.673,26.252,2.517,10.325,2
32,C32_AFTERWORK,after_work,-5.672,14.743,10.575,12.261,2
32,C32_HOME_EVENING,home_evening,0.232,17.343,12.361,14,2
33,C33_HOME_MORNING,home_morning,-23.666,37.262,0.0,2.0,4
33,C33_WORK,work,23.866,15.444,6.0,10.0,4
33,C33_HOME_EVENING,home_evening,-23.666,37.262,12.0,14,4
34,C34_HOME_MORNING,home_morning,6.178,30.696,0.0,2.0,3
34,C34_WORK,work,-2.894,-0.073,2.291,9.73,3
34,C34_HOME_EVENING,home_evening,6.178,30.696,12.0,14,3
35,C35_HOME_MORNING,home_morning,5.609,26.082,0.0,2.0,3
35,C35_WORK,work,2.938,10.27,6.0,10.0,3
35,C35_AFTERWORK,after_work,-1.352,25.849,10.25,11.593,3
35,C35_HOME_EVENING,home_evening,5.609,26.082,12.0,14,3
36,C36_HOME_MORNING,home_morning,-29.92,38.186,0.0,2.0,5
36,C36_WORK,work,-1.653,14.367,2.247,9.689,5
36,C36_AFTERWORK,after_work,-28.647,23.948,9.939,10.751,5
36,C36_HOME_EVENING,home_evening,-29.92,38.186,12.0,14,5
37,C37_HOME_MORNING,home_morning,-30.806,-14.876,0.0,2.0,5
37,C37_WORK,work,-27.904,13.256,2.791,10.043,5
37,C37_AFTERWORK,after_work,-30.391,-19.926,10.293,12.214,5
37,C37_HOME_EVENING,home_evening,-30.806,-14.876,12.314,14,5
38,C38_HOME_MORNING,home_morning,-13.415,22.117,0.0,2.0,10
38,C38_WORK,work,1.498,-10.014,2.604,10.512,10
38,C38_HOME_EVENING,home_evening,-13.415,22.117,12.0,14,10
39,C39_HOME_MORNING,home_morning,31.625,4.113,0.0,2.0,9
39,C39_WORK,work,-3.337,2.858,2.004,9.864,9
39,C39_AFTERWORK,after_work,22.963,7.824,10.114,12.081,9
39,C39_HOME_EVENING,home_evening,31.625,4.113,12.181,14,9
40,C40_HOME,home,18.006,-23.574,0.0,14,2
41,C41_HOME_MORNING,home_morning,15.993,18.751,0.0,2.0,8
41,C41_WORK,work,-2.087,-12.261,2.914,10.013,8
41,C41_AFTERWORK,after_work,15.628,19.253,10.263,10.907,8
41,C41_HOME_EVENING,home_evening,15.993,18.751,12.0,14,8
42,C42_HOME_MORNING,home_morning,3.008,-17.058,0.0,2.0,3
42,C42_WORK,work,20.882,14.863,2.945,10.419,3
42,C42_AFTERWORK,after_work,7.032,-20.116,10.669,12.401,3
42,C42_HOME_EVENING,home_evening,3.008,-17.058,12.501,14,3
43,C43_HOME_MORNING,home_morning,-32.301,-2.588,0.0,2.0,5
43,C43_WORK,work,-4.994,4.925,2.807,10.322,5
43,C43_HOME_EVENING,home_evening,-32.301,-2.588,12.0,14,5
44,C44_HOME_MORNING,home_morning,-38.441,-3.165,0.0,2.0,8
44,C44_WORK,work,-24.537,2.319,2.657,9.859,8
44,C44_HOME_EVENING,home_evening,-38.441,-3.165,12.0,14,8
45,C45_HOME_MORNING,home_morning,-38.088,-21.515,0.0,2.0,2
45,C45_WORK,work,-0.153,-4.356,2.776,9.806,2
45,C45_AFTERWORK,after_work,-31.795,-22.213,10.056,11.448,2
45,C45_HOME_EVENING,home_evening,-38.088,-21.515,12.0,14,2
46,C46_HOME_MORNING,home_morning,36.37,-18.006,0.0,2.0,7
46,C46_WORK,work,4.84,32.539,2.021,9.935,7
46,C46_AFTERWORK,after_work,27.846,-26.78,10.185,10.981,7
46,C46_HOME_EVENING,home_evening,36.37,-18.006,12.0,14,7
47,C47_HOME_MORNING,home_morning,-1.415,-21.611,0.0,2.0,4
47,C47_WORK,work,-20.319,18.639,2.788,10.12,4
47,C47_HOME_EVENING,home_evening,-1.415,-21.611,12.0,14,4
48,C48_HOME_MORNING,home_morning,15.004,38.452,0.0,2.0,9
