Customer,Location_ID,Type,X,Y,Start,End,Demand
1,C1_HOME_MORNING,home_morning,27.769,32.67,0.0,2.33,10
1,C1_ROAMING_1,roaming_1,36.874,27.957,3.404,4.119,10
1,C1_ROAMING_2,roaming_2,24.175,26.724,5.455,8.723,10
1,C1_ROAMING_3,roaming_3,29.194,40.6,10.269,10.505,10
1,C1_HOME_EVENING,home_evening,27.769,32.67,11.349,12,10
2,C2_HOME_MORNING,home_morning,-4.383,2.986,0.0,7.096,2
2,C2_HOME_EVENING,home_evening,-4.383,2.986,7.096,12.0,2
3,C3_HOME_MORNING,home_morning,-6.216,-34.968,0.0,2.062,7
3,C3_ROAMING_1,roaming_1,-7.886,-30.263,2.753,5.49,7
3,C3_ROAMING_2,roaming_2,-0.712,-46.047,7.888,9.112,7
3,C3_HOME_EVENING,home_evening,-6.216,-34.968,10.823,12.0,7
4,C4_HOME_MORNING,home_morning,-33.853,19.558,0.0,0.121,7
4,C4_ROAMING_1,roaming_1,-23.643,19.976,1.412,5.313,7
4,C4_ROAMING_2,roaming_2,-42.457,17.63,7.708,7.76,7
4,C4_HOME_EVENING,home_evening,-33.853,19.558,8.874,12,7
5,C5_HOME_MORNING,home_morning,38.85,-5.457,0.0,0.136,3
5,C5_ROAMING_1,roaming_1,44.184,-3.119,5.96,6.104,3
5,C5_HOME_EVENING,home_evening,38.85,-5.457,11.928,12.0,3
6,C6_HOME_MORNING,home_morning,-1.989,-0.124,0.0,0.076,10
6,C6_ROAMING_1,roaming_1,-7.245,12.842,1.243,2.062,10
6,C6_ROAMING_2,roaming_2,-6.476,-11.685,4.108,6.351,10
6,C6_ROAMING_3,roaming_3,2.357,0.038,7.575,9.65,10
6,C6_HOME_EVENING,home_evening,-1.989,-0.124,10.013,12.0,10
7,C7_HOME_MORNING,home_morning,14.066,8.79,0.0,1.933,2
7,C7_ROAMING_1,roaming_1,18.923,-3.646,2.985,3.952,2
7,C7_ROAMING_2,roaming_2,18.1,13.686,5.319,7.245,2
7,C7_ROAMING_3,roaming_3,17.471,-3.64,8.611,8.913,2
7,C7_HOME_EVENING,home_evening,14.066,8.79,9.928,12,2
8,C8_HOME_MORNING,home_morning,-12.995,-34.596,0.0,1.09,5
8,C8_ROAMING_1,roaming_1,-27.241,-39.258,2.755,3.355,5
8,C8_ROAMING_2,roaming_2,-19.4,-33.08,4.464,6.278,5
8,C8_ROAMING_3,roaming_3,-16.696,-42.342,7.35,9.004,5
8,C8_HOME_EVENING,home_evening,-12.995,-34.596,9.958,12,5
9,C9_HOME_MORNING,home_morning,-20.452,-17.552,0.0,0.225,6
9,C9_HOME_EVENING,home_evening,-20.452,-17.552,0.225,12.0,6
10,C10_HOME_MORNING,home_morning,-3.294,5.55,0.0,2.72,10
10,C10_ROAMING_1,roaming_1,-2.729,13.371,5.12,7.395,10
10,C10_HOME_EVENING,home_evening,-3.294,5.55,9.795,12.0,10
11,C11_HOME_MORNING,home_morning,-38.518,-29.3,0.0,4.272,6
11,C11_ROAMING_1,roaming_1,-44.647,-42.091,6.672,7.251,6
11,C11_HOME_EVENING,home_evening,-38.518,-29.3,9.651,12.0,6
12,C12_HOME_MORNING,home_morning,-22.708,13.194,0.0,5.769,2
12,C12_HOME_EVENING,home_evening,-22.708,13.194,5.769,12.0,2
13,C13_HOME_MORNING,home_morning,28.815,-23.808,0.0,1.23,8
13,C13_ROAMING_1,roaming_1,16.984,-24.788,3.63,6.328,8
13,C13_HOME_EVENING,home_evening,28.815,-23.808,8.728,12,8
14,C14_HOME_MORNING,home_morning,14.072,18.782,0.0,9.75,5
14,C14_HOME_EVENING,home_evening,14.072,18.782,9.75,12.0,5
15,C15_HOME_MORNING,home_morning,20.108,-20.314,0.0,1.672,5
15,C15_ROAMING_1,roaming_1,32.998,-20.896,2.655,4.015,5
15,C15_ROAMING_2,roaming_2,8.756,-15.717,5.904,6.722,5
15,C15_ROAMING_3,roaming_3,18.603,-7.761,7.687,9.416,5
15,C15_HOME_EVENING,home_evening,20.108,-20.314,10.379,12,5
